CN,ZCTA
I0290,62864
I0290,62870
I0290,62872
I0290,62875
I0290,62876
I0290,62877
I0290,62881
I0290,62882
I0290,62889
I0290,62892
I0290,62893
I0290,62894
I0290,62895
I0290,62898
I0291,62812
I0291,62819
I0291,62822
I0291,62825
I0291,62841
I0291,62856
I0291,62860
I0291,62865
I0291,62874
I0291,62883
I0291,62884
I0291,62890
I0291,62891
I0291,62896
I0291,62897
I0291,62902
I0291,62915
I0291,62918
I0291,62921
I0291,62922
I0291,62933
I0291,62939
I0291,62948
I0291,62951
I0291,62959
I0291,62967
I0291,62972
I0291,62974
I0291,62983
I0291,62999
I0292,62817
I0292,62828
I0292,62829
I0292,62859
I0292,62887
I0293,62821
I0293,62827
I0293,62869
I0293,62871
I0294,62824
I0294,62839
I0294,62858
I0294,62878
I0294,62879
I0294,62899
I0295,62919
I0295,62931
I0295,62982
I0296,45320
I0296,45321
I0296,45381
I0297,43001
I0297,43003
I0297,43005
I0297,43006
I0297,43011
I0297,43014
I0297,43019
I0297,43022
I0297,43023
I0297,43025
I0297,43028
I0297,43030
I0297,43037
I0297,43050
I0297,43055
I0297,43056
I0297,43071
I0297,43080
I0297,43315
I0297,43317
I0297,43320
I0297,43321
I0297,43334
I0297,43338
I0297,43805
I0297,43811
I0297,43812
I0297,43824
I0297,43836
I0297,43843
I0297,43844
I0297,43845
I0298,43717
I0298,43724
I0298,43779
I0298,43788
I0298,45727
I0298,45745
I0299,45714
I0299,45723
I0299,45742
I0299,45743
I0299,45772
I0300,47514
I0300,47520
I0300,47525
I0300,47531
I0300,47551
I0300,47574
I0300,47576
I0300,47586
I0300,47588
I0301,47431
I0301,47433
I0301,47460
I0301,47868
I0302,46910
I0302,46922
I0302,46926
I0302,46931
I0302,46939
I0302,46946
I0302,46947
I0302,46950
I0302,46951
I0302,46958
I0302,46960
I0302,46961
I0302,46962
I0302,46968
I0302,46970
I0302,46975
I0302,46978
I0302,46988
I0302,46996
I0302,47926
I0302,47946
I0302,47957
I0303,49031
I0303,49047
I0303,49095
I0303,49099
I0303,49130
I0304,49010
I0304,49013
I0304,49027
I0304,49043
I0304,49046
I0304,49056
I0304,49070
I0304,49078
I0304,49080
I0304,49090
I0304,49328
I0304,49333
I0304,49335
I0304,49344
I0304,49348
I0305,48829
I0305,48850
I0305,48852
I0305,48858
I0305,48878
I0305,48886
I0305,48893
I0305,48896
I0305,49305
I0305,49310
I0305,49329
I0305,49339
I0305,49340
I0306,61345
I0306,61421
I0306,61424
I0306,61426
I0306,61443
I0306,61483
I0306,61491
I0307,60537
I0307,60549
I0307,60551
I0307,60557
I0307,61325
I0307,61341
I0307,61350
I0307,61372
I0307,61373
I0308,53501
I0308,53511
I0308,53525
I0308,61080
I0309,53506
I0309,53526
I0309,53533
I0309,53543
I0309,53553
I0309,53565
I0309,53569
I0309,53582
I0310,49861
I0310,49902
I0310,49903
I0310,49915
I0310,49920
I0310,49927
I0310,49935
I0310,49961
I0310,49967
I0310,49969
I0310,49970
I0310,54125
I0310,54462
I0310,54465
I0310,54511
I0310,54520
I0310,54541
I0310,54542
I0310,54566
I0311,45838
I0311,45862
I0311,45882
I0311,45894
I0312,45042
I0312,45044
I0312,45050
I0312,45067
I0313,54901
I0313,54902
I0313,54904
I0313,54927
I0313,54932
I0313,54934
I0313,54963
I0313,54964
I0313,54979
I0313,54980
I0313,54985
I0313,54986
I0314,53027
I0314,53035
I0314,53050
I0314,53059
I0314,53078
I0314,53091
I0315,53105
I0315,53114
I0315,53115
I0315,53121
I0315,53125
I0315,53128
I0315,53147
I0315,53167
I0315,53181
I0315,53184
I0315,53191
I0315,53192
I0315,53195
I0315,53585
I0316,55771
I0316,55772
I0316,56517
I0316,56523
I0316,56535
I0316,56540
I0316,56568
I0316,56623
I0316,56627
I0316,56629
I0316,56649
I0316,56653
I0316,56654
I0316,56658
I0316,56668
I0316,56669
I0316,56673
I0316,56685
I0316,56686
I0316,56701
I0316,56710
I0316,56711
I0316,56713
I0316,56714
I0316,56715
I0316,56716
I0316,56720
I0316,56721
I0316,56722
I0316,56723
I0316,56724
I0316,56725
I0316,56726
I0316,56727
I0316,56728
I0316,56729
I0316,56731
I0316,56732
I0316,56733
I0316,56734
I0316,56735
I0316,56736
I0316,56737
I0316,56738
I0316,56741
I0316,56742
I0316,56744
I0316,56748
I0316,56750
I0316,56751
I0316,56754
I0316,56755
I0316,56756
I0316,56757
I0316,56758
I0316,56759
I0316,56760
I0316,56761
I0316,56762
I0316,56763
I0317,55603
I0317,55604
I0317,55605
I0317,55606
I0317,55607
I0317,55612
I0317,55613
I0317,55615
I0318,54546
I0318,54559
I0318,54806
I0318,54820
I0318,54832
I0318,54836
I0318,54838
I0318,54839
I0318,54842
I0318,54844
I0318,54846
I0318,54847
I0318,54849
I0318,54854
I0318,54855
I0318,54856
I0318,54861
I0318,54864
I0318,54865
I0318,54873
I0318,54874
I0318,54880
I0318,55007
I0318,55030
I0318,55036
I0318,55037
I0318,55051
I0318,55072
I0318,55704
I0318,55707
I0318,55711
I0318,55712
I0318,55718
I0318,55720
I0318,55726
I0318,55735
I0318,55749
I0318,55756
I0318,55757
I0318,55760
I0318,55767
I0318,55780
I0318,55783
I0318,55787
I0318,55795
I0318,55797
I0318,56350
I0318,56431
I0318,56447
I0318,56469
I0319,54010
I0319,54011
I0319,54014
I0319,54016
I0319,54017
I0319,54021
I0319,54022
I0319,54023
I0319,54025
I0319,54026
I0319,54082
I0319,54721
I0319,54723
I0319,54736
I0319,54740
I0319,54750
I0319,54755
I0319,54756
I0319,54769
I0319,55003
I0319,55009
I0319,55018
I0319,55019
I0319,55021
I0319,55026
I0319,55027
I0319,55041
I0319,55042
I0319,55043
I0319,55046
I0319,55047
I0319,55049
I0319,55052
I0319,55053
I0319,55057
I0319,55066
I0319,55082
I0319,55087
I0319,55945
I0319,55946
I0319,55956
I0319,56052
I0319,56096
I0320,53518
I0320,53801
I0320,53805
I0320,53816
I0320,53817
I0320,53821
I0320,53826
I0320,53827
I0320,54626
I0320,54631
I0320,54645
I0320,54654
I0320,54657
I0321,56326
I0321,56515
I0321,56524
I0321,56551
I0321,56571
I0321,56576
I0322,54405
I0322,54421
I0322,54437
I0322,54456
I0322,54460
I0322,54493
I0322,54746
I0323,55120
I0323,55121
I0323,55123
I0324,55060
I0324,55924
I0324,55985
I0324,56046
I0325,56021
I0325,56041
I0325,56054
I0325,56073
I0325,56074
I0325,56085
I0326,55017
I0326,55371
I0326,55398
I0326,56357
I0327,56211
I0327,56219
I0327,56236
I0327,56248
I0327,56274
I0327,56296
I0327,56583
I0328,56433
I0328,56458
I0328,56464
I0328,56467
I0328,56470
I0328,56477
I0328,56593
I0329,60515
I0329,60516
I0329,60559
I0329,60561
I0330,62215
I0330,62216
I0330,62218
I0330,62219
I0330,62230
I0330,62231
I0330,62245
I0330,62265
I0330,62266
I0330,62289
I0330,62293
E0001,70001
E0001,70002
E0001,70003
E0001,70005
E0001,70006
E0001,70062
E0001,70065
E0001,70123
E0001,70124
E0002,70030
E0002,70039
E0002,70047
E0002,70049
E0002,70051
E0002,70052
E0002,70057
E0002,70068
E0002,70070
E0002,70071
E0002,70076
E0002,70079
E0002,70080
E0002,70084
E0002,70087
E0002,70763
E0003,70032
E0003,70043
E0003,70075
E0003,70085
E0003,70092
E0003,70112
E0003,70113
E0003,70115
E0003,70116
E0003,70117
E0003,70118
E0003,70119
E0003,70121
E0003,70122
E0003,70125
E0003,70126
E0003,70127
E0003,70128
E0003,70129
E0003,70130
E0003,70139
E0003,70163
E0004,70031
E0004,70036
E0004,70037
E0004,70038
E0004,70040
E0004,70041
E0004,70050
E0004,70053
E0004,70056
E0004,70058
E0004,70067
E0004,70072
E0004,70082
E0004,70083
E0004,70091
E0004,70094
E0004,70114
E0004,70131
E0005,70086
E0005,70341
E0005,70346
E0005,70391
E0005,70449
E0005,70453
E0005,70706
E0005,70710
E0005,70719
E0005,70721
E0005,70723
E0005,70725
E0005,70726
E0005,70733
E0005,70734
E0005,70737
E0005,70740
E0005,70752
E0005,70754
E0005,70764
E0005,70767
E0005,70769
E0005,70772
E0005,70774
E0005,70776
E0005,70778
E0005,70780
E0005,70785
E0005,70788
E0005,70801
E0005,70802
E0005,70803
E0005,70805
E0005,70806
E0005,70807
E0005,70808
E0005,70809
E0005,70810
E0005,70812
E0005,70815
E0005,70816
E0005,70817
E0005,70819
E0005,70820
E0005,70836
E0006,70090
E0006,70301
E0006,70352
E0006,70372
E0006,70390
E0006,70393
E0006,70395
E0006,70743
E0007,70345
E0007,70354
E0007,70355
E0007,70357
E0007,70358
E0007,70373
E0007,70374
E0007,70375
E0007,70394
E0008,70339
E0008,70340
E0008,70342
E0008,70380
E0008,70392
E0008,70514
E0008,70523
E0008,70538
E0009,70343
E0009,70344
E0009,70353
E0009,70356
E0009,70359
E0009,70360
E0009,70363
E0009,70364
E0009,70377
E0009,70397
E0010,70401
E0010,70402
E0010,70403
E0010,70422
E0010,70436
E0010,70441
E0010,70442
E0010,70443
E0010,70444
E0010,70446
E0010,70451
E0010,70454
E0010,70455
E0010,70456
E0010,70462
E0010,70465
E0010,70466
E0010,70711
E0010,70744
E0011,70420
E0011,70426
E0011,70427
E0011,70431
E0011,70433
E0011,70435
E0011,70437
E0011,70438
E0011,70445
E0011,70447
E0011,70448
E0011,70450
E0011,70452
E0011,70458
E0011,70460
E0011,70461
E0011,70463
E0011,70464
E0011,70471
E0012,70501
E0012,70503
E0012,70506
E0012,70507
E0012,70508
E0012,70510
E0012,70512
E0012,70513
E0012,70516
E0012,70517
E0012,70518
E0012,70519
E0012,70520
E0012,70525
E0012,70526
E0012,70528
E0012,70529
E0012,70533
E0012,70535
E0012,70542
E0012,70544
E0012,70548
E0012,70552
E0012,70555
E0012,70558
E0012,70559
E0012,70560
E0012,70563
E0012,70575
E0012,70578
E0012,70582
E0012,70583
E0012,70584
E0012,70592
E0012,70643
E0013,70515
E0013,70531
E0013,70532
E0013,70534
E0013,70537
E0013,70543
E0013,70546
E0013,70549
E0013,70556
E0013,70581
E0013,70591
E0013,70646
E0014,70541
E0014,70550
E0014,70570
E0014,70577
E0014,70589
E0014,70750
E0014,71345
E0014,71353
E0014,71358
E0015,70524
E0015,70554
E0015,70576
E0015,70580
E0015,70586
E0015,71367
E0016,70585
E0016,71301
E0016,71302
E0016,71303
E0016,71316
E0016,71322
E0016,71323
E0016,71325
E0016,71327
E0016,71328
E0016,71331
E0016,71333
E0016,71339
E0016,71341
E0016,71346
E0016,71350
E0016,71351
E0016,71355
E0016,71356
E0016,71360
E0016,71362
E0016,71369
E0016,71405
E0016,71407
E0016,71409
E0016,71417
E0016,71423
E0016,71424
E0016,71427
E0016,71430
E0016,71433
E0016,71438
E0016,71447
E0016,71454
E0016,71466
E0016,71467
E0016,71485
E0017,70601
E0017,70605
E0017,70607
E0017,70611
E0017,70615
E0017,70630
E0017,70632
E0017,70647
E0017,70650
E0017,70652
E0017,70657
E0017,70669
E0018,70633
E0018,70645
E0018,70660
E0018,70661
E0018,70663
E0018,70665
E0018,70668
E0019,70634
E0019,70637
E0019,70638
E0019,70639
E0019,70640
E0019,70644
E0019,70648
E0019,70651
E0019,70653
E0019,70654
E0019,70655
E0019,70656
E0019,70658
E0019,70659
E0019,70662
E0019,71463
E0020,70714
E0020,70715
E0020,70722
E0020,70729
E0020,70730
E0020,70739
E0020,70747
E0020,70748
E0020,70761
E0020,70770
E0020,70775
E0020,70777
E0020,70782
E0020,70787
E0020,70789
E0020,70791
E0020,70811
E0020,70814
E0020,70818
E0021,70732
E0021,70736
E0021,70749
E0021,70755
E0021,70756
E0021,70757
E0021,70759
E0021,70760
E0021,70762
E0021,70773
E0021,70783
E0022,71001
E0022,71003
E0022,71008
E0022,71018
E0022,71021
E0022,71024
E0022,71028
E0022,71029
E0022,71038
E0022,71039
E0022,71040
E0022,71048
E0022,71055
E0022,71064
E0022,71071
E0022,71072
E0022,71073
E0022,71075
E0022,71079
E0022,71222
E0022,71256
E0022,71277
E0022,71861
E0023,71004
E0023,71006
E0023,71007
E0023,71023
E0023,71027
E0023,71030
E0023,71033
E0023,71037
E0023,71043
E0023,71044
E0023,71047
E0023,71051
E0023,71060
E0023,71061
E0023,71067
E0023,71069
E0023,71078
E0023,71082
E0023,71101
E0023,71103
E0023,71104
E0023,71105
E0023,71106
E0023,71107
E0023,71108
E0023,71109
E0023,71110
E0023,71111
E0023,71112
E0023,71115
E0023,71118
E0023,71119
E0023,71129
E0023,75565
E0024,71016
E0024,71019
E0024,71032
E0024,71034
E0024,71045
E0024,71046
E0024,71049
E0024,71052
E0024,71063
E0024,71065
E0024,71068
E0024,71406
E0024,71411
E0024,71419
E0024,71426
E0024,71429
E0024,71449
E0024,71462
E0024,71486
E0025,71070
E0025,71227
E0025,71235
E0025,71245
E0025,71247
E0025,71251
E0025,71268
E0025,71270
E0025,71272
E0025,71275
E0025,71404
E0025,71410
E0025,71422
E0025,71473
E0025,71483
E0026,71201
E0026,71202
E0026,71203
E0026,71209
E0026,71219
E0026,71220
E0026,71223
E0026,71225
E0026,71226
E0026,71229
E0026,71233
E0026,71234
E0026,71238
E0026,71241
E0026,71243
E0026,71250
E0026,71259
E0026,71260
E0026,71261
E0026,71264
E0026,71269
E0026,71276
E0026,71279
E0026,71280
E0026,71282
E0026,71291
E0026,71292
E0026,71295
E0026,71336
E0026,71357
E0026,71366
E0026,71378
E0026,71418
E0026,71425
E0026,71435
E0026,71441
E0027,71232
E0027,71237
E0028,71253
E0028,71254
E0028,71263
E0028,71266
E0028,71286
E0029,70712
E0029,70753
E0029,71326
E0029,71334
E0029,71340
E0029,71343
E0029,71354
E0029,71368
E0029,71373
E0029,71375
E0029,71377
E0029,71401
E0030,71342
E0030,71371
E0030,71432
E0030,71465
E0030,71479
E0030,71480
E0031,71403
E0031,71439
E0031,71446
E0031,71459
E0031,71461
E0031,71472
E0031,71474
E0032,71031
E0032,71414
E0032,71416
E0032,71450
E0032,71452
E0032,71455
E0032,71456
E0032,71457
E0032,71468
E0032,71469
E0033,71601
E0033,71602
E0033,71603
E0033,71643
E0033,71644
E0033,71659
E0033,71665
E0033,71667
E0033,72004
E0033,72079
E0033,72152
E0033,72175
E0034,71630
E0034,71635
E0034,71639
E0034,71642
E0034,71646
E0034,71654
E0034,71655
E0034,71661
E0034,71662
E0034,71666
E0034,71670
E0034,71674
E0034,71675
E0034,71676
E0034,71677
E0034,72166
E0034,72328
E0034,72379
E0035,71631
E0035,71647
E0035,71660
E0035,71671
E0036,71638
E0036,71640
E0036,71653
E0036,71658
E0036,71663
E0037,71652
E0037,71701
E0037,71711
E0037,71720
E0037,71726
E0037,71742
E0037,71744
E0037,71745
E0037,71766
E0038,71651
E0038,71724
E0038,71730
E0038,71747
E0038,71749
E0038,71751
E0038,71758
E0038,71759
E0038,71762
E0038,71765
E0039,71740
E0039,71752
E0039,71753
E0039,71764
E0039,71770
E0041,71722
E0041,71801
E0041,71820
E0041,71822
E0041,71825
E0041,71826
E0041,71827
E0041,71835
E0041,71836
E0041,71838
E0041,71845
E0041,71847
E0041,71855
E0041,71857
E0041,71858
E0041,71860
E0041,71862
E0041,71865
E0041,71922
E0041,71940
E0042,71823
E0042,71832
E0042,71841
E0042,71842
E0042,71846
E0042,71859
E0042,71866
E0042,71944
E0043,71833
E0043,71851
E0043,71852
E0043,71958
E0043,71959
E0043,71971
E0044,71834
E0044,71837
E0044,71839
E0044,71853
E0044,71854
E0044,75501
E0044,75503
E0044,75551
E0044,75555
E0044,75556
E0044,75559
E0044,75560
E0044,75561
E0044,75563
E0044,75566
E0044,75567
E0044,75569
E0044,75570
E0044,75572
E0044,75573
E0044,75574
E0045,71901
E0045,71909
E0045,71913
E0045,71921
E0045,71929
E0045,71933
E0045,71943
E0045,71949
E0045,71950
E0045,71952
E0045,71956
E0045,71964
E0045,71968
E0046,71935
E0046,71937
E0046,71945
E0046,71953
E0046,71972
E0046,71973
E0046,72926
E0046,74957
E0048,71957
E0048,71960
E0048,71961
E0048,71965
E0048,71969
E0048,71970
E0049,71725
E0049,71743
E0049,71763
E0049,71772
E0049,71923
E0049,71941
E0049,71962
E0049,71998
E0049,71999
E0049,72002
E0049,72003
E0049,72022
E0049,72024
E0049,72026
E0049,72037
E0049,72041
E0049,72046
E0049,72057
E0049,72064
E0049,72065
E0049,72072
E0049,72073
E0049,72083
E0049,72084
E0049,72103
E0049,72104
E0049,72113
E0049,72122
E0049,72128
E0049,72129
E0049,72132
E0049,72134
E0049,72135
E0049,72142
E0049,72150
E0049,72160
E0049,72168
E0049,72170
E0049,72201
E0049,72202
E0049,72204
E0049,72205
E0049,72206
E0049,72207
E0049,72209
E0049,72210
E0049,72211
E0049,72212
E0049,72223
E0049,72227
E0050,72006
E0050,72014
E0050,72036
E0050,72059
E0050,72101
E0050,72123
E0051,72007
E0051,72023
E0051,72045
E0051,72076
E0051,72086
E0051,72099
E0051,72114
E0051,72116
E0051,72117
E0051,72118
E0051,72119
E0051,72120
E0051,72176
E0052,72010
E0052,72012
E0052,72020
E0052,72040
E0052,72060
E0052,72068
E0052,72081
E0052,72082
E0052,72085
E0052,72102
E0052,72111
E0052,72121
E0052,72136
E0052,72137
E0052,72139
E0052,72143
E0052,72149
E0052,72165
E0052,72568
E0053,72011
E0053,72015
E0053,72019
E0053,72087
E0053,72167
E0054,72013
E0054,72030
E0054,72031
E0054,72044
E0054,72080
E0054,72088
E0054,72141
E0054,72153
E0054,72629
E0055,72016
E0055,72032
E0055,72034
E0055,72035
E0055,72039
E0055,72047
E0055,72058
E0055,72061
E0055,72106
E0055,72107
E0055,72173
E0055,72181
E0056,72017
E0056,72021
E0056,72029
E0056,72069
E0056,72108
E0056,72311
E0056,72320
E0056,72322
E0056,72326
E0056,72335
E0056,72340
E0056,72341
E0056,72359
E0056,72360
E0056,72368
E0056,72372
E0056,72392
E0056,72394
E0057,72001
E0057,72025
E0057,72027
E0057,72063
E0057,72070
E0057,72110
E0057,72125
E0057,72126
E0057,72127
E0057,72156
E0057,72157
E0058,72038
E0058,72042
E0058,72048
E0058,72055
E0058,72140
E0059,72051
E0059,72130
E0059,72523
E0059,72530
E0059,72533
E0059,72540
E0059,72560
E0059,72680
E0060,72067
E0060,72131
E0060,72179
E0060,72543
E0060,72546
E0060,72581
E0061,72005
E0061,72112
E0061,72169
E0061,72431
E0061,72471
E0061,72473
E0061,72524
E0062,72301
E0062,72325
E0062,72327
E0062,72331
E0062,72332
E0062,72346
E0062,72348
E0062,72364
E0062,72376
E0063,72315
E0063,72321
E0063,72329
E0063,72330
E0063,72347
E0063,72351
E0063,72358
E0063,72370
E0063,72395
E0063,72401
E0063,72404
E0063,72411
E0063,72414
E0063,72416
E0063,72417
E0063,72419
E0063,72421
E0063,72426
E0063,72427
E0063,72428
E0063,72429
E0063,72432
E0063,72437
E0063,72438
E0063,72442
E0063,72447
E0063,72467
E0063,72472
E0063,72479
E0064,72074
E0064,72324
E0064,72373
E0064,72396
E0065,72333
E0065,72342
E0065,72353
E0065,72355
E0065,72366
E0065,72367
E0065,72374
E0065,72383
E0065,72389
E0065,72390
E0066,72338
E0066,72339
E0066,72350
E0066,72354
E0066,72365
E0066,72377
E0066,72384
E0066,72386
E0067,72412
E0067,72422
E0067,72424
E0067,72430
E0067,72435
E0067,72436
E0067,72441
E0067,72443
E0067,72450
E0067,72454
E0067,72456
E0067,72461
E0067,72462
E0067,72464
E0067,72470
E0068,72410
E0068,72415
E0068,72425
E0068,72433
E0068,72440
E0068,72445
E0068,72449
E0068,72457
E0068,72458
E0068,72459
E0068,72466
E0068,72476
E0069,72413
E0069,72434
E0069,72444
E0069,72453
E0069,72455
E0069,72460
E0069,72478
E0070,72469
E0070,72501
E0070,72521
E0070,72522
E0070,72526
E0070,72527
E0070,72534
E0070,72550
E0070,72553
E0070,72555
E0070,72562
E0070,72564
E0070,72567
E0070,72569
E0070,72571
E0070,72572
E0070,72577
E0070,72579
E0071,72482
E0071,72512
E0071,72513
E0071,72515
E0071,72520
E0071,72529
E0071,72532
E0071,72536
E0071,72538
E0071,72539
E0071,72542
E0071,72554
E0071,72565
E0071,72566
E0071,72576
E0071,72578
E0071,72583
E0071,72587
E0072,72517
E0072,72519
E0072,72528
E0072,72556
E0072,72561
E0072,72573
E0072,72584
E0072,72585
E0073,72531
E0073,72537
E0073,72544
E0073,72623
E0073,72626
E0073,72635
E0073,72642
E0073,72651
E0073,72653
E0073,72658
E0073,72661
E0074,72601
E0074,72611
E0074,72624
E0074,72628
E0074,72633
E0074,72640
E0074,72641
E0074,72644
E0074,72648
E0074,72662
E0074,72666
E0074,72669
E0074,72670
E0074,72672
E0074,72682
E0074,72683
E0074,72685
E0075,72616
E0075,72631
E0075,72632
E0075,72638
E0075,72660
E0076,72617
E0076,72619
E0076,72630
E0076,72634
E0076,72639
E0076,72668
E0076,72675
E0076,72677
E0076,72687
E0077,72645
E0077,72650
E0077,72655
E0077,72663
E0077,72679
E0077,72686
E0078,72636
E0078,77002
E0078,77003
E0078,77004
E0078,77005
E0078,77006
E0078,77007
E0078,77008
E0078,77009
E0078,77010
E0078,77011
E0078,77012
E0078,77013
E0078,77015
E0078,77016
E0078,77017
E0078,77018
E0078,77019
E0078,77020
E0078,77021
E0078,77022
E0078,77023
E0078,77024
E0078,77025
E0078,77026
E0078,77027
E0078,77028
E0078,77029
E0078,77030
E0078,77031
E0078,77033
E0078,77034
E0078,77035
E0078,77036
E0078,77037
E0078,77042
E0078,77043
E0078,77044
E0078,77045
E0078,77046
E0078,77047
E0078,77048
E0078,77049
E0078,77051
E0078,77053
E0078,77054
E0078,77055
E0078,77056
E0078,77057
E0078,77061
E0078,77063
E0078,77071
E0078,77072
E0078,77074
E0078,77075
E0078,77076
E0078,77077
E0078,77078
E0078,77079
E0078,77080
E0078,77081
E0078,77082
E0078,77083
E0078,77084
E0078,77085
E0078,77087
E0078,77089
E0078,77091
E0078,77092
E0078,77093
E0078,77094
E0078,77096
E0078,77098
E0078,77099
E0078,77201
E0078,77401
E0078,77407
E0078,77423
E0078,77441
E0078,77449
E0078,77450
E0078,77476
E0078,77489
E0078,77493
E0078,77494
E0078,77545
E0078,77547
E0078,77578
E0078,77581
E0078,77583
E0078,77584
E0079,72701
E0079,72703
E0079,72704
E0079,72727
E0079,72730
E0079,72734
E0079,72738
E0079,72740
E0079,72742
E0079,72744
E0079,72745
E0079,72753
E0079,72761
E0079,72762
E0079,72764
E0079,72769
E0079,72773
E0079,72774
E0079,72776
E0079,72934
E0079,72959
E0080,72712
E0080,72714
E0080,72715
E0080,72718
E0080,72719
E0080,72722
E0080,72732
E0080,72736
E0080,72739
E0080,72751
E0080,72756
E0080,72758
E0080,72768
E0081,72801
E0081,72802
E0081,72823
E0081,72834
E0081,72835
E0081,72837
E0081,72839
E0081,72843
E0081,72847
E0081,72851
E0081,72856
E0081,72858
E0082,72721
E0082,72752
E0082,72760
E0082,72821
E0082,72826
E0082,72838
E0082,72841
E0082,72855
E0082,72865
E0082,72927
E0082,72930
E0082,72943
E0082,72949
E0082,72950
E0082,72951
E0082,72958
E0083,72824
E0083,72827
E0083,72828
E0083,72833
E0083,72842
E0083,72853
E0083,72857
E0083,72860
E0084,72830
E0084,72832
E0084,72840
E0084,72845
E0084,72846
E0084,72852
E0084,72854
E0084,72863
E0085,72901
E0085,72903
E0085,72904
E0085,72908
E0085,72916
E0085,72921
E0085,72923
E0085,72928
E0085,72932
E0085,72933
E0085,72936
E0085,72937
E0085,72940
E0085,72941
E0085,72944
E0085,72945
E0085,72946
E0085,72947
E0085,72952
E0085,72955
E0085,72956
E0085,74946
E0086,72935
E0086,72938
E0086,74901
E0086,74902
E0086,74930
E0086,74932
E0086,74935
E0086,74937
E0086,74939
E0086,74940
E0086,74942
E0086,74948
E0086,74951
E0086,74953
E0086,74954
E0086,74956
E0086,74959
E0086,74966
E0087,73002
E0087,73004
E0087,73005
E0087,73017
E0087,73018
E0087,73029
E0087,73042
E0087,73067
E0087,73079
E0087,73082
E0087,73092
E0088,73003
E0088,73007
E0088,73008
E0088,73012
E0088,73013
E0088,73020
E0088,73025
E0088,73034
E0088,73045
E0088,73049
E0088,73054
E0088,73064
E0088,73065
E0088,73066
E0088,73078
E0088,73084
E0088,73089
E0088,73090
E0088,73097
E0088,73099
E0088,73102
E0088,73103
E0088,73104
E0088,73105
E0088,73106
E0088,73107
E0088,73108
E0088,73109
E0088,73110
E0088,73111
E0088,73112
E0088,73114
E0088,73115
E0088,73116
E0088,73117
E0088,73118
E0088,73119
E0088,73120
E0088,73121
E0088,73122
E0088,73127
E0088,73128
E0088,73129
E0088,73130
E0088,73131
E0088,73132
E0088,73134
E0088,73135
E0088,73139
E0088,73141
E0088,73142
E0088,73145
E0088,73149
E0088,73150
E0088,73151
E0088,73159
E0088,73160
E0088,73162
E0088,73165
E0088,73169
E0088,73170
E0088,73173
E0088,73179
E0088,74857
E0089,73006
E0089,73501
E0089,73503
E0089,73505
E0089,73507
E0089,73527
E0089,73528
E0089,73538
E0089,73540
E0089,73541
E0089,73543
E0089,73552
E0089,73557
E0089,73567
E0089,73572
E0090,73009
E0090,73015
E0090,73021
E0090,73024
E0090,73033
E0090,73036
E0090,73038
E0090,73040
E0090,73043
E0090,73047
E0090,73048
E0090,73053
E0090,73059
E0090,73062
E0090,73096
E0090,73601
E0090,73620
E0090,73622
E0090,73624
E0090,73632
E0090,73639
E0090,73641
E0090,73646
E0090,73658
E0090,73659
E0090,73663
E0090,73664
E0090,73669
E0090,73744
E0090,73772
E0091,73010
E0091,73011
E0091,73019
E0091,73026
E0091,73051
E0091,73052
E0091,73057
E0091,73068
E0091,73069
E0091,73071
E0091,73072
E0091,73080
E0091,73093
E0091,73095
E0091,74801
E0091,74804
E0091,74827
E0091,74830
E0091,74831
E0091,74840
E0091,74848
E0091,74851
E0091,74852
E0091,74854
E0091,74855
E0091,74860
E0091,74864
E0091,74868
E0091,74873
E0091,74878
E0091,74884
E0092,73014
E0092,73016
E0092,73734
E0092,73750
E0092,73756
E0092,73762
E0092,73764
E0093,73027
E0093,73050
E0093,73061
E0093,74032
E0093,74045
E0093,74058
E0093,74059
E0093,74062
E0093,74074
E0093,74075
E0093,74078
E0093,74085
E0093,74832
E0093,74875
E0094,73028
E0094,73044
E0094,73058
E0094,73063
E0094,73073
E0094,73077
E0094,73757
E0094,74651
E0095,73030
E0095,73032
E0095,73086
E0095,73444
E0095,74856
E0095,74865
E0096,73055
E0096,73434
E0096,73442
E0096,73491
E0096,73520
E0096,73529
E0096,73533
E0096,73548
E0097,73074
E0097,73075
E0097,73098
E0097,73433
E0097,73487
E0098,73401
E0098,73425
E0098,73437
E0098,73438
E0098,73441
E0098,73443
E0098,73447
E0098,73453
E0098,73456
E0098,73458
E0098,73463
E0098,73481
E0099,73430
E0099,73448
E0099,73459
E0100,73432
E0100,73439
E0100,73440
E0100,73446
E0100,73449
E0100,73450
E0100,73455
E0100,73460
E0100,73461
E0100,74533
E0100,74701
E0100,74720
E0100,74723
E0100,74726
E0100,74729
E0100,74730
E0100,74731
E0100,74733
E0100,74741
E0100,74747
E0100,74748
E0100,74753
E0100,75020
E0100,75021
E0100,75076
E0101,73521
E0101,73526
E0101,73532
E0101,73537
E0101,73539
E0101,73542
E0101,73544
E0101,73547
E0101,73549
E0101,73550
E0101,73551
E0101,73553
E0101,73554
E0101,73555
E0101,73556
E0101,73559
E0101,73560
E0101,73566
E0101,73570
E0101,73571
E0101,73655
E0102,73531
E0102,73546
E0102,73562
E0102,73568
E0102,76301
E0102,76302
E0102,76305
E0102,76306
E0102,76308
E0102,76309
E0102,76310
E0102,76311
E0102,76351
E0102,76354
E0102,76357
E0102,76360
E0102,76365
